accurcy,cka,parameters,flops,accuracy_percent,latency_percent,raw_latency
0.66498,0.373046875,100.0,1.0,100.0,100.0,17.028396000000612
0.65066,0.4921875,92.21914235381857,0.918926998943055,97.84655177599326,104.02036692119236,17.71299999999428
0.58764,0.37109375,84.43828470763715,0.8378539978861099,88.36957502481279,63.66814584297424,10.841663999999582
0.2507,0.423828125,76.65742706145573,0.7567809968291649,37.70038196637493,62.957579797868526,10.720665999997436
0.20712,0.421875,68.87656941527432,0.6757079957722198,31.14680140756113,65.22886829735664,11.107429999992746
0.013,0.2890625,61.09571176909289,0.5946349947152749,1.9549460134139371,46.34929796093775,7.892542000008688
0.01114,0.404296875,53.31485412291147,0.5135619936583299,1.675238353033174,48.124333025834424,8.194801999998163
0.00592,0.279296875,45.533996476730046,0.43248899260138485,0.8902523384161929,35.78568410092273,6.09372800001438
0.00354,0.3203125,37.75313883054863,0.3514159915444398,0.5323468374988722,27.795125271884487,4.733063999992737
0.0018,0.337890625,29.972281184367205,0.27034299048749477,0.27068483262654514,26.985759551255523,4.595241999995778
0.00122,0.032470703125,22.19142353818578,0.18926998943054976,0.1834641643357695,25.922911353588763,4.414256000018213
0.001,0.05419921875,14.41056589200436,0.10819698837360472,0.15038046257030288,9.759580409308487,1.66190000003553
